PDS_CODE;SL_NPD_HB_Code;Brand_Name;Date_of_Manufacture;Manufacturing_Site;Physical_State;Age;Fat_Content;Nitrogen_Flushed;Protein_hydrolysis;pH;Density;Dilution;DESCRIPTION;login_date;Package;Comments_Trial;filename;Parameter;Unit;Target;Target_Min;Target_Max;SL_Time;Result_No;Result;Result_prefix;Timepoint;Temperature;Humidity
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Iron;MG_100G;;;;24;24801306;8.43;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Potassium;MG_100G;;;;24;24801307;540.31;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Magnesium;MG_100G;;;;24;24801308;51.83;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Sodium;MG_100G;;;;24;24801309;221.75;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Phosphorus;MG_100G;;;;24;24801310;430.19;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Zinc;MG_100G;;;;24;24801311;7.20;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Ca/P Ratio;NONE;;;;24;24801325;1.29;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Alanine;G_100G;;;;24;24801328;0.540;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Arginine;G_100G;;;;24;24801358;1.078;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Aspartic Acid;G_100G;;;;24;24801361;1.020;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Cystine;G_100G;;;;24;24801364;0.401;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Glutamine;G_100G;;;;24;24801367;1.341;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Glutamic Acid;G_100G;;;;24;24801370;None Detected;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Glycine;G_100G;;;;24;24801373;0.916;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Histidine;G_100G;;;;24;24801376;0.610;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Iso-Leucine;G_100G;;;;24;24801379;0.947;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Leucine;G_100G;;;;24;24801382;1.595;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Lysine;G_100G;;;;24;24801385;1.052;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Methionine;G_100G;;;;24;24801388;0.261;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Phenylalanine;G_100G;;;;24;24801391;0.717;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Proline;G_100G;;;;24;24801394;1.265;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Serine;G_100G;;;;24;24801397;0.727;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Taurine;G_100G;;;;24;24801400;0.031;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Threonine;G_100G;;;;24;24801403;0.792;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Total Amino Acids;G_100G;;;;24;24801404;15.428;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Protein (FAO);G_100G;;;;24;24801405;13.323;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Protein;G_100G;;;;24;24883037;12.86;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Tryptophan;G_100G;;;;24;24801408;0.314;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Tyrosine;G_100G;;;;24;24801411;0.785;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Valine;G_100G;;;;24;24801414;1.036;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Vitamin E;IU_100G_E;;;;24;24801416;17.76;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Vitamin A;IU_100G_A;;;;24;24801417;1900.02;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Vit E (mg/100g_AL);MG_100G_AL;;;;24;24801420;11.90;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Vit E(mg/100g);MG_100G;;;;24;24801421;11.90;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Vit A (mcg/100g);MCG_100G;;;;24;24801422;570.58;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Vitamin C;MG_100G;;;;24;24801424;93.00;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Salmonella;NONE;;;;24;24801432;Absent;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Listeria spp.;NONE;;;;24;24801436;Absent;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;BLG;NG_G;;;;24;24801439;<5;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;BLG.;NONE;;;;24;24890140;Approved;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Enterococci/Streptococci;CFU_G;;;;24;24842374;<10;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Yeast and Mould;CFU_G;;;;24;24842381;<10;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Calcium;MG_100G;;;;24;24868284;538.24;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Iron;MG_100G;;;;24;24868285;7.87;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Potassium;MG_100G;;;;24;24868286;532.79;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Magnesium;MG_100G;;;;24;24868287;50.53;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Sodium;MG_100G;;;;24;24868288;210.32;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Phosphorus;MG_100G;;;;24;24868289;421.27;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Zinc;MG_100G;;;;24;24868290;5.48;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Calcium;MG_100G;;;;24;24868303;540.01;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Iron;MG_100G;;;;24;24868304;7.86;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Potassium;MG_100G;;;;24;24868305;536.47;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Magnesium;MG_100G;;;;24;24868306;50.47;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Sodium;MG_100G;;;;24;24868307;210.13;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Phosphorus;MG_100G;;;;24;24868308;421.48;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Zinc;MG_100G;;;;24;24868309;5.49;;24;25;60
B5252B;NPD-001458;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:04;Can;;;Cronobacter;NONE;;;;24;24869702;Absent;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Tin;MG_KG;;;;24;24801447;<0.20;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Aflatoxin B1;NG_KG;;;;24;24801448;<10.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Aflatoxin M1;NG_KG;;;;24;24801449;<10.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;B.Breve;CFU_G;;;;24;24801450;61800000;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;d-Biotin;MCG_100G;;;;24;24801451;27.70;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Choline;MG_100G;;;;24;24801453;117.000;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Choline Hydroxide;MG_100G;;;;24;25053957;136.000;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Chromium;MCG_100G;;;;24;24801454;12.50;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Copper;MCG_100G;;;;24;24801455;408.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Cyanocobalamin;MCG_100G;;;;24;24801456;1.810;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 6:0;G_100G_FA;;;;24;24801457;0.070;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 8:0;G_100G_FA;;;;24;24801458;16.760;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 10:0;G_100G_FA;;;;24;24801459;12.950;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 12:0;G_100G_FA;;;;24;24801460;0.360;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 14:0;G_100G_FA;;;;24;24801461;0.240;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 16:0;G_100G_FA;;;;24;24801462;4.930;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 16:1;G_100G_FA;;;;24;24801463;0.120;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 17:0;G_100G_FA;;;;24;24801464;0.060;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 17:1;G_100G_FA;;;;24;24801465;<0.020;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 18:0;G_100G_FA;;;;24;24801466;3.660;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 18:1;G_100G_FA;;;;24;24801467;<0.020;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 18:2;G_100G_FA;;;;24;24801468;18.530;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 18:3;G_100G_FA;;;;24;24801469;1.990;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 18:4;G_100G_FA;;;;24;24801470;<0.020;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 20:0;G_100G_FA;;;;24;24801471;0.240;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 20:1;G_100G_FA;;;;24;24801472;0.380;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 20:4;G_100G_FA;;;;24;24801473;0.330;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 20:5;G_100G_FA;;;;24;24801474;<0.020;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 22:0;G_100G_FA;;;;24;24801475;0.500;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 22:1;G_100G_FA;;;;24;24801476;0.140;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 22:5;G_100G_FA;;;;24;24801477;<0.020;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 22:6;G_100G_FA;;;;24;24801478;0.320;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 24:0;G_100G_FA;;;;24;24801479;0.170;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 24:1;G_100G_FA;;;;24;24801480;0.040;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;C 18:2 : C18:3 Ratio;PERCENT;;;;24;24801485;9.31;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Trans Fatty Acid %;PERCENT;;;;24;24801486;0.14;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;MCT of Total Fat %;PERCENT;;;;24;24801487;29.71;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;China C12+14 Total;G_100G;;;;24;24801490;0.600;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;China Eicosapentaenoic Acid C20:5;G_100G;;;;24;24801491;0.0625;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;China C22:6 / C20:4;MILLIGRAMS;;;;24;24801494;0.970;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Folic Acid;MCG_100G;;;;24;24801495;70.200;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;FOS;G_100G;;;;24;24801496;4.18;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Impurities;MG_KG;;;;24;24801497;8.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Inositol;MG_100G;;;;24;24801498;109.000;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Iodine;MCG_100G;;;;24;24801499;110.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Lead;MCG_KG;;;;24;24801500;<5.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Manganese;MCG_100G;;;;24;24801501;82.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Molybdenum;MCG_100G;;;;24;24801502;13.30;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Niacin;MG_100G;;;;24;24801503;5.640;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Nitrates;MG_KG;;;;24;24801504;<3.00;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Nitrites;MG_KG;;;;24;24801505;<0.30;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;AMP Adenisone 5 monophosphate;MG_100G;;;;24;24801506;4.40;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;CMP Cytidin 5 monophosphate;MG_100G;;;;24;24801507;8.14;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;GMP Guanosine 5 monophosphate;MG_100G;;;;24;24801508;1.94;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Inosine 5 monophosphate;MG_100G;;;;24;24801509;2.11;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Uridine 5 monophosphate;MG_100G;;;;24;24801510;6.01;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Total Nucleotides;MG_100G;;;;24;24801511;22.60;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Pantothenic Acid;MG_100G;;;;24;24801514;4.080;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Pyridoxine;MCG_100G;;;;24;24801515;577.000;;24;25;60
B5252B;NPD-001460;Neocate Syneo China;16/02/2021 00:00;LVP;POWDER;;;Yes;;;;;(TP=24)(T=25)(H=60);10/02/2023 20:22;Can;;;Selenium;MCG_100G;;;;24;24801516;17.20;;24;25;60
